Comment,Emotion,Comment Length,Word Count,Processed Comment
i was feeling frustrated at work wondering if i am living a life with meaning and purpose,anger,89,17,frustrated work wondering living life meaning purpose
i may feel uncomfortable or just want to give up,fear,48,10,may uncomfortable give
i never actually felt the sense of suspense springer was obviously trying to build with references to religious programming in that there was nothing there in the book to build suspense with nothing i could see that made me feel uptight worried or anxious about any of the characters,fear,283,49,never actually felt sense suspense springer obviously trying build reference religious programming nothing book build suspense nothing could see made uptight worried anxious character
i got a feel that the actors were very physically talented and skilled at presentational acting but had done little to no research into the backgrounds of their characters or that of wilder,joy,189,33,got actor physically talented skilled presentational acting done research background character wilder
i was down and feeling doubtful,fear,31,6,doubtful
i feel about puppy mills puppy mills are run by greedy people who do not care about the quality of life for animals,anger,115,23,puppy mill puppy mill run greedy care quality life animal
i returned home feeling invigorated and wanting more,joy,52,8,returned home invigorated wanting
i love my job and know that the surgeries were doing are emergencies i always feel resentful especially when it is am and i was sleeping,anger,136,26,love job surgery emergency always resentful especially sleeping
i might be afraid to leave the house to nurse in public to commit to a social engagement or to wear anything that makes me look worse than i already feel so in honor of fearless friday i invite our newbie mom readers to do something that scares them,joy,249,49,might afraid leave house nurse public commit social engagement wear anything make look worse already honor fearless friday invite newbie mom reader something scare
no description,anger,14,2,description
i do love life and i do love to laugh and i enjoy the funny side of things because honestly if i dont look at the funny side of things i would spend the majority of my life feeling pissed off over the stupid things that people do,anger,229,48,love life love laugh enjoy funny side thing honestly dont look funny side thing would spend majority life pissed stupid thing
i feel inspired and eager to press on when the sun shines,joy,57,12,inspired eager press sun shine
i feel as if i m one of the stubborn ones,anger,41,11,one stubborn one
i only feel frightened and these are such small things,fear,54,10,frightened small thing
i feel paranoid when i wear makeup out,fear,38,8,paranoid wear makeup
i feel satisfied with it,joy,24,5,satisfied
im feeling you up grumpy,anger,24,5,grumpy
i feel so uncertain all i did was crying over the phone saying i cant finish the reading,fear,88,18,uncertain cry phone saying cant finish reading
i have certainly been in places where i did not feel welcomed and i made a point to go on to a place where i did find that feeling of welcoming,joy,143,31,certainly place welcomed made point go place find welcoming
i read too much about discovery and exploration in the wild west and while i feel that those concepts are precious taking part in them often myself this book just brings a refined feel when i sit back in the chair for some quiet time,joy,233,45,read much discovery exploration wild west concept precious taking part often book brings refined sit back chair quiet
i focus on the injustice the anger rises and i feel frustrated because i know i cannot change things on my own,anger,110,22,focus injustice anger rise frustrated change thing
i have also always been afraid of the cold pool but i realized that it actually doesn t feel cold after about laps,anger,114,23,also always afraid cold pool realized actually cold lap
im feeling inspired by all the summery elements of my favorite past time beach bummin,joy,85,15,inspired summery element favorite past beach bummin
i really dont feel very sociable in that bar anymore,joy,52,10,dont sociable bar anymore
i must say though i have been feeling pretty violent,anger,52,10,must say though pretty violent
i feel i just couldn t be bothered with some of the things that used to keep me up at night,anger,91,21,bothered thing used keep night
i feel really wonderful about myself and love the life i live,joy,61,12,wonderful love life live
i am known for letting things go when im not feeling good,joy,57,12,known letting thing go good
im postponing feeling virtuous about this labor,joy,47,7,postponing virtuous labor
i have essentially at least in my mind solved these design problems i just don t fucking feel like working them out in all their iterations i just feel like i can t be bothered leave that shit to the junior designers,anger,216,42,essentially least mind solved design problem fucking working iteration bothered leave shit junior designer
i feel this product deserves a positive review i do want to leave you with a somewhat contradictory final thought,joy,113,20,product deserves positive review leave somewhat contradictory final thought
i feel wronged by you over and over,anger,35,8,wronged
i woke up feeling shaky and nauseous with lots of cramping and pressure in my abdomen and pelvis,fear,96,18,woke shaky nauseous lot cramping pressure abdomen pelvis
i am feeling incredibly restless,fear,32,5,incredibly restless
ill admit it im bitchy sometimes but i feel as time goes by im getting more bitchy with him than my other relationships that went past the month mark,anger,149,29,ill admit bitchy sometimes go getting bitchy relationship went past month mark
i feel all glamorous,joy,20,4,glamorous
i feel like a snob but i ve been a bit skeptical of it from the start because i have no idea who kenny werner is and neither does thomas a musician who gave me the book,fear,168,37,snob bit skeptical start idea kenny werner neither thomas musician gave book
i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started,anger,266,46,kept staring quivering flower violent flower lapse photography flower shivering vigorous growth accelerated flickering sun racing sky heralding end relationship even started
i have been feeling very insincere,anger,34,6,insincere
i was feeling pretty hateful towards my refrigerator as i cleaned it,anger,68,12,pretty hateful towards refrigerator cleaned
i try to come up with ideas that i feel are clever to keep the my pieces fun to make and interesting to look at,joy,111,25,try come idea clever keep piece fun interesting look
when my mother kept me in leadingstrings,anger,40,7,mother kept leadingstrings
i was feeling very keen to get out of the camp site before they realised i had been given the best gift of all free accommodation and free services,joy,147,29,keen camp site realised given best gift free accommodation free service
im feeling bouncy enough and if i can rustle up some people keen to go with me,joy,78,17,bouncy enough rustle keen go
i feel that phrase implies a calm orderly procession in which i would remove the refuse from my,joy,95,18,phrase implies calm orderly procession would remove refuse
i didnt feel there was anything special about it,joy,48,9,didnt anything special
i would not knowingly wound the feelings of any not even one who may have wronged me but would seek to do him good and make him my friend,anger,137,29,would knowingly wound feeling even one may wronged would seek good friend
i love the feeling of running in the cold when you can see your breath and cold air seems to refresh you from the inside out,anger,124,26,love running cold see breath cold air seems refresh inside
i wanted to go and ask him about my batting but was feeling hesitant about approaching such a big player,fear,104,20,wanted go ask batting hesitant approaching big player
i am feeling a little nervous and anxious but never second guessing my decision,fear,79,14,nervous anxious never second guessing decision
i detest feeling uncertain,fear,26,4,detest uncertain
i actually feel frightened of people here right now,fear,51,9,actually frightened right
i feel as though i don t write about them often enough but they are just cruising through life in their own equally special ways,joy,128,25,though write often enough cruising life equally special way
i was feeling paranoid tonight so i had to check my blog stats,fear,62,13,paranoid tonight check blog stats
i managed a whole tuesday of eating clean but have caffeined up today and am feeling rather shaky,fear,97,18,managed whole tuesday eating clean caffeined today rather shaky
i think it affects me so much because it results back to one of my biggest flaws which is not feeling enough pretty enough smart enough you name it,joy,147,29,think affect much result back one biggest flaw enough pretty enough smart enough name
i have not spent that much time with them but i just don t feel that comfortable there,joy,86,18,spent much comfortable
i am sometimes confused as well for a moment in a time of need when the day to pay a bill has come and we dont have the money we need i sometimes feel confused as well,fear,167,37,sometimes confused well moment need day pay bill come dont money need sometimes confused well
i should go to sleep but i m feeling reluctant to let go of the day,fear,67,16,go sleep reluctant let go day
i feel pressured helpless because i dont have control over this,fear,63,11,pressured helpless dont control
ive been feeling reluctant intermittent and lacklustre to pen my thoughts down,fear,78,12,reluctant intermittent lacklustre pen thought
i am in front of a blank canvas i feel calm and focused,joy,55,13,front blank canvas calm focused
i am i cant help but feel skeptical about the whole thing,fear,57,12,cant help skeptical whole
i did feel slightly shaky and had a headache,fear,44,9,slightly shaky headache
i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,fear,142,31,knew buffy one nervous whole multiple dog flight going pan
i have the dried bladders all ready for a day im feeling brave,joy,62,13,dried bladder ready day brave
i feel more clever,joy,18,4,clever
i feel very apprehensive to adopt labels and to even identify myself as queer it seems that im still quite unclear on that subject and it keeps me feeling separate from the queer community like joel,fear,198,36,apprehensive adopt label even identify queer seems still quite unclear subject keep separate queer community joel
i feel uptight my day is complete when hes around i feel so right a little nervs i dream about what we can do date and all the things we can pursue wedding i always dream that your mine very day min,fear,198,42,uptight day complete he around right nervs dream date thing pursue wedding always dream mine day min
im sorry this apparently offends a lot of other women because its only women who feel the need to say something rude but im going to do it anyway,anger,145,29,sorry apparently offends lot woman woman need say something rude going anyway
i know ive talked about this before and i know that eric has talked about how the same thing happened on his mission just how like sometimes you feel like you get super overwhelmed by all the stuff you have to do and its just so easy to be really hard on yourself the mental game if you will,joy,291,59,talked eric talked happened mission sometimes super overwhelmed stuff easy hard mental game
i had a very provocative dream the kind that makes you feel slightly shaken as you wake up from it,fear,98,20,provocative dream kind make slightly shaken wake
i feel still very honoured and i am deeply thankful that i was granted this opportunity,joy,87,16,still honoured deeply thankful granted opportunity
i was feeling a bit annoyed but it didnt really affect me very much,anger,67,14,bit annoyed didnt affect much
i am feeling grumpy i put this on,anger,33,8,grumpy put
i headed there fully expecting them to have been sold out ages ago and that i would find myself staggering back upstairs without them feeling all bitter twisted and disappointed but at least with some of the allocated pennies still lurking in my own bank account,anger,262,46,headed fully expecting sold age ago would find staggering back upstairs without bitter twisted disappointed least allocated penny still lurking bank account
im feeling suitably annoyed by the panel and its time to get you a recipe for these previously deemed unworthy treats,anger,117,21,suitably annoyed panel recipe previously deemed unworthy treat
i feel poisoned and tortured by this room,fear,41,8,poisoned tortured room
i thought he was just the type that doesn t show his feelings i laughed and convinced myself that i don t know what s happening beyond closed doors so who am i to make conclusions,joy,179,36,thought type show feeling laughed convinced happening beyond closed door conclusion
i began to feel bitter towards them,anger,35,7,began bitter towards
i get a little twitchy when i feel like someone is depending on me and i have to have a flawless job done in the end,joy,116,26,twitchy someone depending flawless job done end
i do not feel that i could ever harm an innocent girl in such a way never have i imagined such dire consequences for not doing so,joy,129,27,could ever harm innocent girl way never imagined dire consequence
i feel hateful sometimes,anger,24,4,hateful sometimes
i started feeling festive a little early this year,joy,50,9,started festive early year
i like to pull out when i ever i feel like being snobbish about my musical tastes,anger,81,17,pull ever snobbish musical taste
im going to sleep now while i still feel triumphant,joy,51,10,going sleep still triumphant
im kind of feeling nervous and anxious about all the shit i have to do today,fear,76,16,kind nervous anxious shit today
i was feeling very vulnerable and down no one really close to me has ever died before i either hadnt known them very well or was too young to remember,fear,150,30,vulnerable one close ever died either hadnt known well young remember
i dont know what mediation means to everyone else but to me this process only has value if i freely express how i feel and as this will inevitably leave me feeling vulnerable and exposed the longer the delay the more i can feel anxiety building,fear,244,46,dont mediation mean everyone else process value freely express inevitably leave vulnerable exposed longer delay anxiety building
i feel spiteful toward him,anger,26,5,spiteful toward
i feel glad that justice will be served west said,joy,49,10,glad justice served west said
i also feel like i was being way too irritable today,anger,52,11,also way irritable today
i dont think he is being honest with me about a lot of things i could be wrong here but i keep feeling skeptical about certain things after everytime i hang out with him,fear,169,34,dont think honest lot thing could wrong keep skeptical certain thing everytime hang
i always feel that it is profoundly worthwhile,joy,46,8,always profoundly worthwhile
i suppose we had these moments of feeling vulnerable together and we laughed a lot and i felt very alive,fear,104,20,suppose moment vulnerable together laughed lot felt alive
ive been frustrated that i dont walk around floating on air seeing the good in every sidewalk pothole i trip into beating myself up over feeling unsure and scared,fear,162,29,frustrated dont walk around floating air seeing good every sidewalk pothole trip beating unsure scared
i still feel like the admission that i don t like this popular show puts me in a category with people who kick puppies or people who or who steal the ratty clothes off the backs of dickensian orphans,joy,199,39,still admission popular show put category kick puppy steal ratty clothes back dickensian orphan
i feel really nervous about losing it i print the file out on to paper as a final security,fear,90,19,nervous losing print file paper final security
i lets me into his fucked up world and he usually does i feel fucked up too and honestly a little scared,anger,104,22,let fucked world usually fucked honestly scared
i feel vulnerable and alone,fear,27,5,vulnerable alone
i feel so honoured to have hosted this series to have such talented a,joy,69,14,honoured hosted series talented
i feel that it is dangerous to portray angels as walking the earth and intermarrying with humans,anger,96,17,dangerous portray angel walking earth intermarrying human
i feel rebellious a little annoyed mad caged in,anger,47,9,rebellious annoyed mad caged
i feel everything is in control then i am ok,joy,44,10,everything control ok
i have an overwhelming feeling of sadness that there are people in this world that are so hateful,anger,97,18,overwhelming sadness world hateful
i feel like my valuable college years are being wasted in daily routine,joy,71,13,valuable college year wasted daily routine
i compare your beauty i feel unsure where to begin to angels or nature or what,fear,78,16,compare beauty unsure begin angel nature
i hate even doing this because i feel like it s rude but i must say i love the blog it came from and this is no insult to the food photography because i enjoy it,anger,161,36,hate even rude must say love blog came insult food photography enjoy
i am feeling shaky and tired i feel like i do when i go on a long run without eating and come home and just really wanting a banana or some gatorade,fear,148,32,shaky tired go long run without eating come home wanting banana gatorade
i understand but i feel like i hated my friends,anger,47,10,understand hated friend
i feel insulted that he doesnt know me better than that,anger,55,11,insulted doesnt better
i should probably mention so that you aren t feeling left out that the lunch was in celebration of the top participants of the take the lead speech competition another reason to enter the competition the food was delicious and the conversation was amusing,joy,255,44,probably mention left lunch celebration top participant take lead speech competition another reason enter competition food delicious conversation amusing
i feel paranoid that every time i log onto facebook or attend church that im about to find out yet another friend is pregnant,fear,125,24,paranoid every log onto facebook attend church find yet another friend pregnant
i was feeling pretty cranky and down and all i could think of what how much better i feel when i cut my hair off,anger,112,25,pretty cranky could think much better cut hair
im feeling so distracted recently,anger,33,5,distracted recently
i usually feel suspicious and guilty about this considering how little i do during my work day,fear,94,17,usually suspicious guilty considering work day
i feel greedy part comes in,anger,27,6,greedy part come
i always liked the winter season i feel that im well adapted to cold weather,joy,76,15,always liked winter season well adapted cold weather
i was feeling resentful enough to want to write about it here which means i need to work on look getting my hackles raised when others judge me,anger,143,28,resentful enough write mean need work look getting hackle raised others judge
i feel very confused and cant stop myself from digging in a bit more,fear,68,14,confused cant stop digging bit
i told her yeah they feel insecure and they bully people because it makes them feel powerful physically,fear,103,18,told yeah insecure bully make powerful physically
i feel glamorous rich enough for enriching my perfume collection even more haha,joy,79,13,glamorous rich enough enriching perfume collection even haha
im currently in a phase of feeling very positive and optimistic about graduation though that tends to range on a daily basis between euphoria and deep deep depression so no bets on how ill feel about it tomorrow,joy,211,38,currently phase positive optimistic graduation though tends range daily basis euphoria deep deep depression bet ill tomorrow
i hope the pair of us harbor no hard feelings and do enjoy casual chats about the ways our lives turn out without needing to press a title into everything,joy,154,30,hope pair u harbor hard feeling enjoy casual chat way life turn without needing press title everything
ive been feeling distressed,fear,27,4,distressed
i finish typing this post i realise i m ok no longer do i feel annoyed angry or even sad,anger,88,20,finish typing post realise ok longer annoyed angry even sad
i was feeling a little adventurous and ordered the seafood paella and lemonade and after the drink arrived i kicked myself as i should have ordered a glass of sangria,joy,166,30,adventurous ordered seafood paella lemonade drink arrived kicked ordered glass sangria
i laughed then bitterly again but i wasnt feeling bitter,anger,56,10,laughed bitterly wasnt bitter
i sat there for a while listening to the wind blow through the trees feeling so calm until she was finally ready to come,joy,120,24,sat listening wind blow tree calm finally ready come
i was feeling grouchy and upset about a situation with a girl which wasn t going how i d hoped,anger,94,20,grouchy upset situation girl going hoped
im not much of a people watcher or a voyeur so i feel kinda weird when walking around taking street shots,fear,105,21,much watcher voyeur kinda weird walking around taking street shot
i see women wearing boots i feel envious that i want to curse them,anger,66,14,see woman wearing boot envious curse
i want to please him but i feel resentful that he doesn t get how exhausted i feel all the time and how painful it is for me when i m not warmed up properly,anger,156,35,please resentful exhausted painful warmed properly
i remember feeling so calmed and at ease because even though we had just a few minutes of good light i felt your confidence and determination to get the best possible shots and that made all the difference in the world to me,joy,224,43,remember calmed ease even though minute good light felt confidence determination best possible shot made difference world
i feel skeptical now,fear,20,4,skeptical
i cant help but feeling a little hesitant about my decision just because of the magnitude of the decision,fear,105,19,cant help hesitant decision magnitude decision
i feel very vulnerable about sharing things that i write but i hit the publish button anyway,fear,92,17,vulnerable sharing thing write hit publish button anyway
i guess just like a porn star looking at a inch rubber dong i m feeling a bit hesitant about the whole thing,fear,108,23,guess porn star looking inch rubber dong bit hesitant whole
i feel weird having to yank it down and readjust it at points,fear,61,13,weird yank readjust point
i was also worried about the long trip because i had vomited the night before and as you may guess im not feeling well at all,joy,125,26,also worried long trip vomited night may guess well
i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while,fear,133,26,making difference reluctant change first however used
i have to confess to feeling quite angry when i read some of the negative reviews of uses for boys some of which are basically victim blaming and slut shaming,anger,158,30,confess quite angry read negative review us boy basically victim blaming slut shaming
i did feel a bit like i was being mircowaved which wasnt an entirely pleasant feeling,joy,85,16,bit mircowaved wasnt entirely pleasant
i feel was not acceptable and had this been better would of allowed me to meet the needs of some of the students in a more targeted way,joy,135,28,acceptable better would allowed meet need student targeted way
i feel so strange sitting here blogging away amp not having to study,fear,68,13,strange sitting blogging away amp study
i feel so highly intimidated that i get flustered and cant form my words not even in english with her,fear,101,20,highly intimidated flustered cant form word even english
i feel like theyre perfect if youre too lazy to fix your hair,joy,61,13,theyre perfect youre lazy fix hair
i was actually feeling very distressed,fear,38,6,actually distressed
i repeat over and over in my life in which i try to take control in my life but it when it doesn t work i feel afraid that i have no control,fear,140,33,repeat life try take control life work afraid control
i still have such a hard time writing my work down and when i do i feel its not perfect,joy,87,20,still hard writing work perfect
i love this projector it is old it has an old smell to it not displeasing just old and slightly musty it is from the early s i feel like i am in my own little episode of mad men when we set it up to watch something on it,anger,220,50,love projector old old smell displeasing old slightly musty early episode mad men set watch something
i really lose a lot of my nesting homemaking instinct and desire when i am pregnant and the longer im pregnant the worse it gets though i do get about a month reprieve where i feel creative again around the six month mark and youll notice that is when i did a post for halloween,joy,278,55,lose lot nesting homemaking instinct desire pregnant longer pregnant worse get though month reprieve creative around six month mark youll notice post halloween
i feel so pretty and glamorous,joy,30,6,pretty glamorous
i feel like i should be hated and that everything that has happened to me is what i deserve,anger,91,19,hated everything happened deserve
i want to come out about it but i feel so reluctant for some reason,fear,67,15,come reluctant reason
im not feeling violent im feeling creative with weapons,anger,55,9,violent creative weapon
i would give up feeling fucked to feel neutral,anger,46,9,would give fucked neutral
i could say that will make anyone feel better than actually reaching their goal themselves,joy,90,15,could say anyone better actually reaching goal
i say that i feel like im being tortured by him,anger,47,11,say tortured
i dont know where and when i can feel the thrill and im scared that im going to miss it,fear,87,20,dont thrill scared going miss
i cant help looking back on the child i was and feeling rather jealous but i am also delighted to be living in a time when a nine year old child in some parts of the world can read a thousand books a year if she he wishes and is able to,anger,236,52,cant help looking back child rather jealous also delighted living nine year old child part world read thousand book year wish able
i feel like a savage when i eat meat but i wouldve eaten my own hand if i couldnt have some of that turkey,anger,106,24,savage eat meat wouldve eaten hand couldnt turkey
i feel selfish but i think it s about time i was,anger,48,12,selfish think
im feeling awfully spiteful right now,anger,37,6,awfully spiteful right
i got caught shoplifting a package of gummy bears,fear,49,9,got caught shoplifting package gummy bear
i feel like pulling a paige from charmed just dont hurt me ok,joy,61,13,pulling paige charmed dont hurt ok
i feel delighted toward something it could be an acheivment i did or my surrounding or even unexpected event that happen to me,joy,126,23,delighted toward something could acheivment surrounding even unexpected event happen
i said in some recent interviews we will have two guests on the next alcest album and today i feel glad to reveal the first one,joy,127,26,said recent interview two guest next alcest album today glad reveal first one
i am feeling anxious that im not out watching this important game that im avoiding a bar because of an asshole who broke my heart and that im missing out meeting cute boys,fear,171,33,anxious watching important game avoiding bar asshole broke heart missing meeting cute boy
i can feel it and look with eager anticipation for what is to come,joy,66,14,look eager anticipation come
i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it,anger,149,30,touch pissed janine appears totally forgotten birthday sarcastic comment card next week
i wake up ill feel really really mad,anger,36,8,wake ill mad
i dont and i feel so god damn selfish for continuing to hurt myself all the time,anger,80,17,dont god damn selfish continuing hurt
i feel threatened by anyone i get this feeling that i want to kill someone,fear,74,15,threatened anyone kill someone
i may or may not have cried when thanking them for making my children feel so special and loved,joy,95,19,may may cried thanking making child special loved
i feel so contented so fulfilled,joy,32,6,contented fulfilled
i email authors about interviews i feel a little intimidated,fear,60,10,email author interview intimidated
i am yelling at my kids at the drop of a hat for no reason possess no energy to do anything just feeling irritable and sad about everything,anger,139,28,yelling kid drop hat reason posse energy anything irritable sad everything
i feel as though there has been some divine intervention on my behalf,joy,69,13,though divine intervention behalf
i got the feeling that the person on the other end hated me,anger,59,13,got person end hated
i just wanted the world to feel strange to me again,fear,51,11,wanted world strange
i can walk down another street and stop feeling helpless and hopeless,fear,69,12,walk another street stop helpless hopeless
i feel like i should be suspicious of her but im just so happy to see her,fear,73,17,suspicious happy see
i definitely have a ton to learn still and i feel so hopeful about this program,joy,79,16,definitely ton learn still hopeful program
i feel hateful of everything suddenly,anger,37,6,hateful everything suddenly
i might also write a bit about science if im feeling particularly energetic,joy,75,13,might also write bit science particularly energetic
i feel thrilled to be able to investigate my own personal mythology around this subject,joy,87,15,thrilled able investigate personal mythology around subject
i dont want to make a bad impression with my new co workers in both my job or my lab simply because i just feel so insecure and agitated all the time,fear,149,32,dont bad impression new co worker job lab simply insecure agitated
i feel confident that we will be blessed with other children in the lords timing,joy,80,15,confident blessed child lord timing
i feel strange out of sorts and i wont resort to this again,fear,59,13,strange sort wont resort
i love comments so feel free,joy,28,6,love comment free
i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,fear,192,31,wish could huge collective book club think conversation critical increasingly fearful unsettled disconnected
i feel rushed i make poor food choices and start to slide back towards bad habits,anger,81,16,rushed poor food choice start slide back towards bad habit
i broke my uncles radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again,fear,143,30,broke uncle radio player accidentally feared going cut going house well playing
i am feeling happy,joy,18,4,happy
i was disgusted at the way the bus conductor threw out an old woman oiut of the minibus simply because she could not pay the fare for her luggage,anger,145,29,disgusted way bus conductor threw old woman oiut minibus simply could pay fare luggage
i feel very confident today on my front nine,joy,44,9,confident today front nine
i have to go to a meeting and i m sleepy a lot of times i will fall asleep in that meeting or i will fight to stay awake and i feel like i m being tortured to stay awake,fear,169,40,go meeting sleepy lot time fall asleep meeting fight stay awake tortured stay awake
i did on weekends was sleep and feel bitter about the world,anger,59,12,weekend sleep bitter world
i smoothly hand her a twenty feeling smug that they are both interested,joy,71,13,smoothly hand twenty smug interested
i tend to avoid the news because i often feel like it doesn t add value to my life and only makes me fearful anxious and slightly paranoid,fear,138,28,tend avoid news often add value life make fearful anxious slightly paranoid
i cant shake off my feelings of being offended and hurt no matter how hard i try and the conversation keeps consuming my every thought,anger,134,25,cant shake feeling offended hurt matter hard try conversation keep consuming every thought
i feel hesitant to share something i know and have experienced personally that can offer hope amp eternal life,fear,110,19,hesitant share something experienced personally offer hope amp eternal life
i alight in front of the hotel i can feel the bellmen s appreciative glances,joy,76,15,alight front hotel bellman appreciative glance
i feel too rushed,anger,17,4,rushed
i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable,anger,127,24,rushed prize giving dilute event future prize giving rushed timetable
a gigantic spider climbed over my face and what is more in my own flat,anger,70,15,gigantic spider climbed face flat
i feel like its the perfect time to enlist some extra help,joy,58,12,perfect enlist extra help
i often find myself feeling assaulted by a multitude of sense impressions,fear,73,12,often find assaulted multitude sense impression
i often feel fucked regardless,anger,30,5,often fucked regardless
i am feeling so ridiculously uncomfortable these days the rising temperatures dont help and i have added wicked heartburn to the list of things keeping me up at night,fear,166,29,ridiculously uncomfortable day rising temperature dont help added wicked heartburn list thing keeping night
i went ahead and did the shooting afterwards a few of the guys asked me to go out for drinks and i agreed i knew i should have rang you tried to work things out with you but i was angry and feeling stubborn,anger,206,44,went ahead shooting afterwards guy asked go drink agreed knew rang tried work thing angry stubborn
i feel selfish and spoiled,anger,26,5,selfish spoiled
i feel fucked,anger,13,3,fucked
i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now,joy,179,38,garbage wonderful though weak strong though failure succeed though unworthy live dream end begin
i feel a creative mind brings more diversity and new thinking to any job,joy,72,14,creative mind brings diversity new thinking job
ive been taking to stop the bleeding in my guts has left me feeling far more irritable and violent than usual,anger,109,21,taking stop bleeding gut left far irritable violent usual
i am being told i should feel satisfied because i am in good standing with the powers that be,joy,93,19,told satisfied good standing power
i feel like i should see it through to the bitter end so thats what im going to do,anger,82,19,see bitter end thats going
i feel really joyful img src http s,joy,35,8,joyful img src http
i feel a bit more confident about them now so heres a gorgeous pair of cream amp lemon shorts i recently purchased in the warehouse sale for,joy,140,27,bit confident here gorgeous pair cream amp lemon short recently purchased warehouse sale
i feel so lucky to live in portland land of delicious food,joy,58,12,lucky live portland land delicious food
i also always feel a little scared,fear,34,7,also always scared
i always loved the blue angels and i feel so privileged and proud to be a blue angel burmeister said,joy,100,20,always loved blue angel privileged proud blue angel burmeister said
i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,joy,107,22,knew holy spirit work plus feel divine gooooood way massage reassuring
im still feeling quite lively,joy,29,5,still quite lively
im feeling nervous but since it wasnt sore to touch to stretch or to use the muscles i felt assured it was nothing and that it would pass,fear,137,28,nervous since wasnt sore touch stretch use muscle felt assured nothing would pas
i feel charmed to see my harder plan and adherence appear to accomplishment now and in august if we will attempt for an olympic medal,joy,133,25,charmed see harder plan adherence appear accomplishment august attempt olympic medal
i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way,fear,124,24,understand may youd rather bit vulnerable homeless london precise way
i could follow every twitch of thought and swell of feeling quiver through his tortured expression,anger,98,16,could follow every twitch thought swell quiver tortured expression
im being challenged and feel valued all the time,joy,48,9,challenged valued
i remember when this was all feels the most generous place for charitable donations in the uk is andover thats the last sodding time im having dinner here at the nuclear plant staff canteen,joy,189,34,remember feel generous place charitable donation uk andover thats last sodding dinner nuclear plant staff canteen
im feeling cute and flirty and bright coloured lipsticks are for when im feeling bold etc,joy,89,16,cute flirty bright coloured lipstick bold etc
i feel like i am the only person who is not ecstatic to be here right now,joy,73,17,person ecstatic right
i know thats not true but thats how i feel i get scared,fear,55,13,thats true thats scared
i feel so overwhelmed my heart beats hard i m going as fast as i can and when my husband calls to see how i m doing i crack,fear,123,29,overwhelmed heart beat hard going fast husband call see crack
i believe in you moment we all feel til then it s one more skeptical song,fear,73,16,believe moment til one skeptical song
i know i have certain aspects of my personality attitude that could be improved i have been under the impression that everythings been fine feel absolutely assaulted by the statement that my co workers have been complaining about me behind my back,fear,247,42,certain aspect personality attitude could improved impression everythings fine absolutely assaulted statement co worker complaining behind back
i did sleep last night however but woke up at am feeling splendid other than sniffles and itchy throat and just wasnt sure how i could be so awake,joy,146,29,sleep last night however woke splendid sniffle itchy throat wasnt sure could awake
im feeling shaky and feverish and mad,fear,37,7,shaky feverish mad
i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,joy,138,27,hoping weatherman right forecast stay home dont venture rain tomorrow kind creative
i feel a little suspicious,fear,26,5,suspicious
im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,anger,224,46,starting buy whole everything happens reason bit god plan b c god love there way would torture woman weve tortured dealing w fertility issue
i feel kinda violent today,anger,26,5,kinda violent today
i am way behind with my work on the fantasy novel and i feel very frustrated,anger,76,16,way behind work fantasy novel frustrated
im also feelin a lil uptight and sucky lately and you know the reason,fear,69,14,also feelin lil uptight sucky lately reason
i feel terribly like cassandra locking myself in attics and barns to write in beloved journals warmed by my ginger cat mine huckleberry and hers abelard,joy,152,26,terribly cassandra locking attic barn write beloved journal warmed ginger cat mine huckleberry abelard
i feel like i have an uncomfortable limit,fear,41,8,uncomfortable limit
id never seen before because i had a feeling it would be way too violent for me and guess what i was right great acting impressive directing not a movie i ever want to see again some distractions were welcome,anger,208,40,never seen would way violent guess right great acting impressive directing movie ever see distraction welcome
i am feeling overwhelmed by god s grace,fear,39,8,overwhelmed god grace
i feel that i want what i need and know that i just need to bleed in this fucked up world of my own,anger,99,24,need need bleed fucked world
i didn t want to tell him because arun has these single line solutions to all my problems that leave me feeling extremely dissatisfied,anger,134,24,tell arun single line solution problem leave extremely dissatisfied
i had to get up soon for choir so i dealt with the feeling of a headache thats not killer but could get that way if you angered it for most of the evening,anger,154,34,soon choir dealt headache thats killer could way angered evening
i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward,anger,185,34,mad sad discouraged something marvelous lord jesus something holy word god ignites soul hope keep moving forward
i feel like i may be veering into some stereotypes pretty soon,joy,62,12,may veering stereotype pretty soon
