Comment,Emotion,Comment Length,Word Count
i feel like i ve been neglecting my beloved mom blog,joy,52,11
i ask to know things and then everything changes and then i feel a bit shaky as i try to keep up with my own leading edge and the huge amount of change i m invited to allow as i come into alignment with and catch up with me,fear,223,49
i hope that you feeling fine well i wanna say happy birthday and that you realize your dreams and you always be happy because you are a perfect person and you deserves the best,joy,176,34
i feel it is my solemn duty to share this divine knowledge of mine in order that others may benefit from it s truth and beauty and render their world just a tad closer to thearchitecturality that utopian perfectly set garage society to which we all strive,joy,255,47
i can t hate too much because i feel like she s looking pretty damn flawless in these pics,joy,90,19
im thankful to work in a place where i can feel comfortable and supported,joy,73,14
ive seen the way serina feels strange if shes not being useful and it sure helps that the cleaner is pretty expensive and not having to pay that money would be pretty great,fear,172,33
ive been on a bike and this bike it feels kind of strange,fear,57,13
i cant tell you in words how much i feel honored that my photo made it into this gallery,joy,88,19
i doubles victory over brown struff we went back on sunday feeling really optimistic and looking forward to another day filled with more fedtastic tennis,joy,153,25
i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid,fear,179,33
i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,joy,130,28
ive felt even more centered here and pleased w how things are going w out feeling complacent,joy,92,17
i need to be intentional to do more things like that i think as a mom sometimes it can feel like you lose some of your personality b c as smart as my kids are their sense of humor is me making a silly face and chasing them around the house like a monster,joy,254,54
i even mentioned him was to show i want to trust you with my feelings hoping you would not think i was being rude mean coercive or pushy,anger,136,28
i guess i feel that if i don t fulfill some of my artistic pursuits now i certainly won t have the time when the economy picks up,joy,129,28
i feel like getting away from all the friendly tasty goodness that seems to abound in santa cruz including the unseen ambient pot smoke that always makes me so lazy i swear when i visit the laid back town a visit to the university s university of california santa cruz renowned a href http www,joy,293,55
i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it,anger,296,62
i open the file im interested in and for about twenty minutes read fiddle and wonder why im not feeling creative,joy,112,21
i feel profoundly insulted by this anime how dumb does it think we are,anger,70,14
i don t feel superior to people who have made different choices or threatened by them,joy,85,16
i feel and look gorgeous beautiful and sexy,joy,43,8
i often play the role of a loquacious hunters always feel superior to others than he who long off than he beautiful really a flower plug in cow dung and marry him though he be like a big grievance,joy,196,39
i started the dew beyond having a positive showing of the south to encourage writers from all experiences and levels of advancement to feel comfortable sharing their work,joy,170,28
i first entered the clinic i feel very welcomed by the beautiful ivory themed furnitures because the whole clinic look very clean spacious and professional and the cheerful consultants awaiting for me at the reception with a smile of course,joy,240,40
i don t feel like eggs benedict i ll have something equally delicious,joy,69,13
i still feel constantly paranoid and anxious i keep wanting to go on facebook to check he hasn t been back on there i keep wanting to go through the texts on his phone i feel edgy when he s at work and want him to come straight home to me,fear,238,51
i was over tired and feeling irritable as a result,anger,50,10
i wont do it anymore i wont allow myself to be stressed and feeling rushed and like its all a race to be better and one up,anger,122,27
i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,joy,163,34
i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,joy,126,28
i feel helpless and depending on the people closest to you,fear,58,11
i didn t for one minute feel intimidated or stupid,fear,50,10
i am not a regular member of this group meaning that i do not follow whats going on very often and also i feel a bit shy in budding in when i do not have much to say but today i have a request for you people,fear,207,47
im feeling bitter today my mood has been strange the entire day so i guess its that,anger,83,17
i started feeling a bit alarmed but i was not afraid for some reason,fear,68,14
i felt i completely belonged and i didn t feel shy and frightened any more,fear,74,15
i often fought feelings of hopelessness because of our seemingly helpless financial situation,fear,93,13
i was feeling more than a little apprehensive as i was traveling on an emergency issued passport kindly supplied by the british consulate in los angeles a week ago,fear,163,29
i wonder sometimes how it must feel to be rich,joy,46,10
i would also feel threatened by the ease with which private information could permeate the system,fear,97,16
i feel mad whats your,anger,21,5
i also feel overwhelmed by to do lists,fear,38,8
i feel a bit timid about using this blog because i know that other classmates and even complete strangers will be able to read it,fear,129,25
i feel like by being so timid ive lost a lot of opportunities to make connections with people that ive wished id made connections with,fear,134,25
i asked feeling outraged,anger,24,4
i feel honoured to have this opportunity and look forward to the future and how our lives will develop,joy,102,19
i feel honored to take part in the upcoming sight amp sound greatest film poll,joy,78,15
i always feel so delighted to know that there are so many other people who are just as inspired and in love with the old fashioned graphics and illustrations as i am,joy,165,32
i feel angered because it makes me feel like somewhat of a liar,anger,63,13
im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault,fear,103,24
i came away filled with admiration inspired by amy s friends feeling honoured to have been there to share a tiny part of their lives,joy,132,25
i suggested greys and blues with warm tones as the room is north facing and could feel quite cold and flat,anger,106,21
im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,joy,180,40
i feel uncontrollably agitated and i have no idea why,fear,53,10
i feel like i could have gotten all apprehensive for no reason at all,fear,69,14
i feel strange putting a review in this post so ill keep it brief,fear,65,14
i mostly feel this as a cause of hateful memories of that girl who used to run the everchanging sailormoon gateway who i think is still making a name for herself by being stupid and mean,anger,186,36
i feel frightened to be a citizen of india where honest performances are neither recognised nor appreciated,fear,107,17
i can t believe all the newborns that i ve photographed with heads full of dark hair but i am feeling just a little envious because my babies are bald and blonde as they come,anger,174,35
i was feeling too agitated to read and it was too hot out to walk,anger,65,15
i murakami but the first that i feel captures what makes him so beloved by his fans,joy,83,17
i once knew a quaker who announced quite excitedly that he was feeling absolutely wonderful because for a period of about a fortnight nothing much had been happening in his brain,joy,178,31
i have had since july st i am feeling shaken knowing i will be homeless in two months and as close to a home that i have is gone,fear,128,29
i feel like we tortured him that whole time,fear,43,9
i also feel that i am often a burden and in the way more than anything as a nursing student to the other nurses yet i must remember that while some may be grumpy at our presence everyone has to learn somewhere and boo friggety hoo if some medical personnel are irritated by the nursing students,anger,294,56
i wished i could feel more energetic and deal with less pain but it might be my best option,joy,91,19
i do sometimes feel as if i am a little unsure of who i am and how independent i really am,fear,90,21
i am feeling terrified anxious excited and apprehensive among a million other things,fear,84,13
i love the look of the black and i feel like that would be the smart choice but im kind of drawn to the rich blue or grayish blue,joy,129,29
im definately feeling the change but im refusing to feel impatient about it,anger,75,13
i look at him i feel disgusted and some what annoyed by his actions,anger,67,14
i always think of you as such a violent band violently feeling violent lyrics musically violent,anger,95,16
i could look for solutions instead of just feeling helpless actually made a big difference,fear,90,15
i feel honoured to wear this one,joy,32,7
i have visited over other daycare options and it has taken me a year to find one that i feel will even be acceptable,joy,116,24
i never feel like i have it perfect sometimes i lean a little too heavy on the work which means more chaos at home and sometimes i lean a little too heavy on the home which means i get a little lonely and cranky,joy,211,44
i work out i feel invigorated,joy,29,6
i will adress those issues and attempt to reason with them so they may feel less threatened and more supported and loved,fear,120,22
i just didnt feel they got me which meant i was reluctant to open up and really share what was going on,fear,103,22
i go to the gym i can t even get my heart rate high enough to feel satisfied thanks to the level of competition i ve experienced in the past couple of years,joy,156,33
i am feeling a little uncertain about my skills in the birthday party arena,fear,75,14
i did successfully manage to stretch a mxm canvas i feel that this is an achievement in itself for me and was a worthwhile usage of my money and time i will use the canvas for future briefs,joy,189,38
i just feel skeptical,fear,21,4
i thought of that feeling of delicious isolation i feel when i am absorbed in a quest each revelation leading to questions then answers then more questions a cave came to mind at first lined with ancient and wisdom filled tomes a deep comfortable chair and large paper strewn table in the centre,joy,295,53
i feel fucked church of fuck luminaries swinelord are back with a deluxe r,anger,74,14
i won t feel so shy and ashamed about it,fear,40,10
im feeling nervous about it,fear,27,5
i am designing games it really makes me feel excited,joy,52,10
i havent worked out today but i feel like im just not going to feel it ive been so stressed at work and just in life that this week is just bad,anger,143,32
ive been feeling very intimidated and overwhelmed by the workload this semester and so ive just been avoiding doing what i need to,fear,130,23
i feel greedy about my work img height src http forums,anger,54,11
i suppose i m feeling a little sarcastic about today s holiday,anger,62,12
i dont know why i feel so frantic about this but i really want to have this particular song for my little girl to be,fear,116,25
i keep wondering why im hitting walls of grief and loss even while im having fun or feeling excited or enjoying some wonderful friends and pre summer time experiences,joy,166,29
i would watch him and feel frustrated he didn t realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean,anger,160,29
i will confess to you i have had moments of feeling overwhelmed and ill admit being a bit melancholy,fear,100,19
i am feeling and it allows me to be distracted from my own life and caught up in someone elses even though theyre not real people,anger,129,26
i just feel like being selfish and really live my life,anger,54,11
ill write a bunch youll respond and then ill back off in part because i feel shy,fear,80,17
ive been feeling a little bit anxious of late as far as my relations or lack thereof with some of the ward and some of the investigators go so im excited to be able to ponder that in the temple and see if i can come up with a plan with the lords help,fear,250,54
im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,joy,132,26
i asked feeling smug,joy,20,4
i seriouly feel i am not being respected i dont have my privacy i am being ordered around,joy,89,18
when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,anger,159,32
i get the feeling that the relationship would be more sarcastic than sweet or sure,anger,82,15
i feel like im a shy enormous pink flamingo man,fear,47,10
i feel like i am a selfish person,anger,33,8
i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,anger,225,44
i just feel insecure so what should i do sis,fear,44,10
i actually like having things clean but i like to have them messy first so i feel rebellious,anger,92,18
i had then these were truly terrifying and still feel shaken and uneasy because of them,fear,87,16
i feel the calm,joy,15,4
i can remember when cammie was a couple of months old looking at her sweet innocent face and just sobbing thinking about her going to school the thought that someone would hurt her feelings be unkind to her be unfair to her the thought that a teacher might be mean to her or not love her,anger,287,56
i remember feeling hair and being confused my kids dont have hair at birth but not having the presence of mind to really process what i was feeling,fear,147,28
i am right now i feel amused the sounds i hear are my aircleaner around me i see my bed and my cat i feel most connected to this person michael i think it s weird that im a mom,joy,176,40
i hadnt been feeling well all week in calgary so with this added relaxation in the first run of the second race i set another pb time by almost,joy,143,29
i have been feeling is any indication on this childs personality then i am petrified,fear,84,15
i feel so vulnerable to criticism like if my lunch stinks or if somebody comments on what i eat i have this embarrassed feeling,fear,127,24
i feel accepted as long as i am real and am not pious uppity and religious for the sake of religion,joy,99,21
i feel that as this greedy obsession continues sustainabilitys growth will be hindered,anger,86,13
ill even come out of it as one of those people who can have a small piece of dark chocolate here and there and feel completely satisfied when its gone,joy,150,30
im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,joy,136,25
i am feeling doubtful confused lost and what not,fear,48,9
i feel irritated a lot,anger,22,5
i tell mummy that my stomach really not feeling well i really wanna go to toilet mummy ask me keep on eating,joy,108,22
i didnt feel she was being selfish and completely understood where she was coming from,anger,86,15
i just feel terrified,fear,21,4
i feel lucky that there is this wonderful cheap cozy cafe in my neighborhood that serves this incredible mexican hot chocolate,joy,126,21
i feel apprehensive about the ride ahead,fear,40,7
i keep having all of these wonderful feelings and dreams and i am so terrified that they are bad or harmful or wrong but they are not,fear,133,27
i started to feel kind of skeptical about this myself,fear,53,10
i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,anger,95,15
i have been feeling grumpy for the past few days and i just dont feel like being my upbeat self here on my blog,anger,111,24
i wanted to root for someone to feel wronged and condemned on their behalf,anger,74,14
i am terrified and not feeling terribly keen right now,joy,54,10
i am feeling shaky all day too,fear,30,7
i invite him to send me an email detailing all the ways he feels that ive wronged him and i promise to post it unedited outside of names or what not in this blog,anger,161,34
i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please dont stop by here again,anger,142,29
i am still trying to find my footing and after three years in i feel just as shaky as ever,fear,90,20
my classmate got a b for his homework while i only got a c when we got the results he acted as if he did not merit this grade i found that his humility was hypocritical and i found it disgusting,anger,194,41
i know its an unfair reaction but i have run out of ways to explain how i feel shaken is the best i can come up with right now,fear,126,29
i feel rushed again and its the lack of time jerry springer weather amp suddenly you want to put porn on i am very confused but hey let me do that while you enjoy that i had fun fun fun without your hun without a block so hype all about it,anger,239,51
i feel so special that so many people prayed so hard for me,joy,59,13
i too feel hopeful for the coming year,joy,38,8
i feel fearless janelle mon e elle canada february img width height src http www,joy,80,15
i feel fab if i can get hours sleep in one go but sam doesnt always oblige,joy,74,17
i know those feelings stem from this part of me that is not accepted mainstream more importantly in the communities to which i seek belongingness,joy,145,25
i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,joy,76,20
i have my lowest level class first which is definitely the most difficult to manage with the hotshot boys men then my best class very last period which leaves me feeling somewhat useful at the end of each day,joy,208,39
i feel myself redden my manhood has been insulted and it demands satisfaction,anger,77,13
i can describe what happens to me is that i feel shaky,fear,54,12
i feel like this was a milestone race and i ve shaken the novice feeling off,fear,76,16
i am just remembering it now and i should have told him it was birthday but i am such a selfish idiot and was feeling jealous of all the people who met nao,anger,155,33
i feel so nervous anxious and i dont know why,fear,45,10
i suppose to feel terrified,fear,27,5
i feel so lucky to be nominated for the liebster award,joy,54,11
i have wasted entirely too much time feeling insecure about my body,fear,67,12
i feel like the hood makes the sweater too casual to wear to work and so i just don t wear this sweater,joy,103,23
im tired of crying then feeling content and loved then going back to crying again,joy,81,15
i feel like i am despised,anger,25,6
i was reading the melee dps rant below just now and it brought to my attention the reason ive been feeling fairly dissatisfied in raids recently,anger,144,26
i tend to feel a bit cranky when i ve gone for a few days without making art,anger,76,18
i write which is what i consider my real profession even though by teaching poetry to troubled and poor kids i feel i m doing something useful,joy,142,27
i feel like a confused year old that has no control,fear,51,11
i hope you can feel glad that she gave you so many things including memories that you can cherish,joy,97,19
i think my feelings remix is the result of how neurotic i can be,fear,64,14
id feel triumphant or something,joy,31,5
i realized that constantly checking my phone and multitasking made me feel rushed and ragged by the time i reached my destination even if i was talking to someone i really like,anger,176,32
i feel apprehensive and wonder if the marks i have made in the past are still there,fear,83,17
i feel resentful that i have too,anger,32,7
im home i can feel how the cold has seeped into my arms and legs,anger,64,15
i feel like she acts bitchy and complainy to try and fit in but that doesnt make sense because for the most part were not bitchy and complainy,anger,142,28
i feel really honored that i could experience the brazilian public healthcare system from the inside,joy,100,16
i am always so sensitive and my every sense feels like it is being assaulted as i drag myself away from the darkness,fear,116,23
i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,joy,112,22
i may not feel hopeful and many days i do not but these truths i must call to mind the lord is my portion therefore i will hope in him,joy,134,30
i am angry that my employers do not invest in us at all training pay increases bank holidays and it feels like injustice so i feel helpless,fear,139,27
i as many others are feeling helpless that we as a world can not hold the grieving parents hands especially the mothers and grandmothers of nigeria as they desperately wait for assistance to have their girls return back home safely and let their laughter ring out through their home once again,fear,293,51
im listening to right now because i feel like i need it and i want to share it with you little ones despite my convinced atheism somehow it never fails to make me feel better,joy,174,35
i feel uncomfortable using the word awesome but this idea actually is,fear,69,12
i woke up feeling cranky this morning,anger,37,7
i are feeling somewhat indecisive about what we want to do to celebrate our anniversary,fear,87,15
i guess i am just feeling slightly shaken at this sudden news,fear,61,12
i can t shake the feeling of being fundamentally dissatisfied with my selection in the democratic primaries,anger,107,17
i hate all shopping when i feel rushed by hoards of people,anger,58,12
i wake up feeling fearful and helpless,fear,38,7
i thought id talk today about getting cold feet im sure every bride will know that feeling when hubby to be did something that reeeeeeeeally pissed us off and we start yelling that we just cant do this anymore i cant marry someone like you,anger,239,45
i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further,fear,215,47
i feel insulted to see anyone wearing crocs the fashionable shoe icon,anger,69,12
i feel like my relationship with christ has been shaky,fear,54,10
i feeling so uncertain concerned afraid of this person circumstance environment change,fear,86,12
i would save it for the next time im feeling cranky or irritable then spray some lightly behind my ears,anger,103,20
i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable,fear,127,23
imdoing good and its almost strange to feel carefree,joy,52,9
i am breathing well and feeling quite lively and upbeat,joy,55,10
i am at work today in my new job still feels really strange tbh but i m sure i ll soon settle in,fear,96,23
i sent my boyfriend bobby when i was feeling particularly melodramatically helpless i miss having a home in the states and i miss my sweatshirt and i miss taco bell,fear,164,30
i also told my cousin that i feel like the other family members do not know how to talk to me or are afraid to talk to me,fear,121,28
i bought into what the world had told me would fill this emptiness but all it did was leave me lonely feeling confused at the emotional baggage and physical consequences i never expected,fear,186,33
i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,anger,157,28
i was able to feel slightly less obnoxious knowing that other girls were jonesing as hard as i am,anger,97,19
i feel honoured to have been able to call them friends to share their brotherhood,joy,81,15
i feel their energy i feel a joyful sweet enthusiasm for life,joy,61,12
i feel like i was assaulted by a titanium hedgehog,fear,50,10
i really dont like the whole harvest y time feel im not keen on spending my time in the morning attempting to style my hair only to have it completely ruined within a minute of walking outside into the damp air,joy,210,41
i get close to feeling what that is like is through dance which is putting music and motion together in a similarly creative way,joy,128,24
before getting back the results of a test in school,fear,51,10
i feel so uncertain about everything right now,fear,46,8
i did not feel in the least smart,joy,33,8
i feel really despised i haven t told them yet but it s really awful feeling so segregated,anger,90,18
i wonder if she can pick up the stress im feeling when im trying to feed her and terrified of getting bitten because shes not feeding much,fear,138,27
i was feeling creative i see you alternate version of me,joy,56,11
i had the feeling stubborn and ridiculous and possibly several more colourful turns of phrase as the children were all still asleep were on the tip of her tongue but she settled for heaving a sigh and turning to leave,anger,217,40
i basically feeling a bit grumpy most of the time coz i was hungry,anger,66,14
i were to stop there no doubt you d leave feeling dissatisfied,anger,62,12
i feel triumphant so deal with it,joy,33,7
i feel good having defended the sanctity of the span style webkit text size adjust auto webkit text stroke width px background color white color display inline,joy,159,27
i almost feel startled,fear,22,4
i feel so honored and grateful to have met kassim selamat of the swallows during my trip,joy,88,17
i feel terrified of the future,fear,30,6
i feel tortured by all this and im not quite sure how to handle it other then getting drunk non stop so as to not feel anything at all,fear,134,29
i think feeling insulted was a good thing maybe if we all felt insulted and made that clear when someone attacks with a racial religious slur even though it is not aimed at you personally those that made the comment might learn something,anger,237,43
i feel like ive been held back a lot this summer with soccer and my mom not trusting me,joy,87,19
i feel myself afraid of being abandoned,fear,39,7
im having my biannual mammogram and although i know it only hurts for a while im feeling unusually apprehensive,fear,111,19
i feel terribly unkind to say it span style font size,anger,53,11
i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,joy,217,44
i feel really successful for the fact that i read series books this summer that actually counted for the challenge finishing six total series,joy,141,24
i used to think that men needed their women to like and respect all their friends and family in order to feel respected themselves,joy,130,24
i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves,fear,157,30
i feel very distraught right now,fear,32,6
i was starting to feel a little bitchy by this point,anger,52,11
i feel i was intimidated by the college and people at home,fear,58,12
i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers,anger,151,24
i need to take my own advice and the advice of many many writers who i admire get the butt in the chair every day even if youre feeling distracted or stressed or whatever,anger,170,34
i feel ive answered those questions for her and shes pretty trusting for the most part,joy,86,16
i decided that this one lesson i had had was enough practise for me so its fair to say i was feeling slightly apprehensive walking over to the nursery slopes,fear,157,30
i feel acclimated like i am finally a part of this organization rather than a timid observer,fear,92,17
ive never been a huge holiday person but i definitely feel more festive more hopeful more willing to celebrate others joys,joy,122,21
i feel for you you guys who been insulted ill treated lathi charged at the grounds,anger,82,16
im feeling a bit less anxious about it all now and im actually starting to look forward to the challenge of the big event,fear,121,24
im feeling peaceful and im happy that i dont have to do anymore scabi im in verona my final week,joy,96,20
i must have been feeling rich,joy,29,6
i dont know about you guys but i certainly feel fabulous about myself,joy,69,13
i think about it more i have been feeling symptoms of a cold and headaches for the last couple days,anger,99,20
i spent my vacation from school feeling confused and heartbroken,fear,64,10
i feel a bit tortured right now,fear,31,7
i was able to help chai lifeline with your support and encouragement is a great feeling and i am so glad you were able to help me,joy,129,27
i feel almost outraged that such a crap day should fall on my most favourite of days,anger,84,17
i feel cold spots,anger,17,4
i feel frustrated or impatient,anger,30,5
i was feeling a bit rushed and the kitchen has just been cleaned so i mixed up in the blender which i find works just as well provided your butter is really cold and you dont over do the pulse,anger,192,40
i now feel less doubtful towards that person about his her sincerity in rebuilding our relationship,fear,99,16
i would feel the speech is successful if its very uplifting and gives props to the graduating class,joy,99,18
during lectures,joy,15,2
i chose to go with my gut feeling i think this only amused laetshi further if i d been the easily flustered type he d have probably said something,joy,146,29
i am feeling thankful for warm sunshine crisp autumn air and bright fall colors,joy,79,14
i feel that there is a lot of me that would not be accepted if only the emotional side of me is wanted,joy,102,23
im feeling weird,fear,16,3
i feel sure a new necklace will come from this afternoon of beach combing,joy,73,14
i just feel sooooooooooo fucked up at this moment,anger,49,9
i was feeling irritable and grumpy today so i came home for lunch took a nap,anger,76,16
i want people to feel brave and i want society to accept us as disabled people amongst us who deserve dignity and respect not to be shunned and laughed at,joy,154,30
ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place,joy,122,23
i feel excited about something that is soley for me here is the video about it,joy,78,16
i feel like its perfect a w see youtube has its influences i even know trends,joy,77,16
i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just dont understood much as i might be baffled as well by their lives,anger,206,43
i hate asking myself why i feel so reluctant when he tries to kiss me,fear,69,15
i say that to myself when i am unsure or feeling insecure about what others think of me,fear,87,18
i feel nervous but hes in control pretty soon,fear,45,9
i see those forms that i havent do yet i just feel very agitated,anger,64,14
i am seeing neurosurgeons document conversations regarding the safety of patients relationships and whether or not they feel threatened,fear,135,19
i got to walk in the rain and feel triumphant over nature in my rain boots and pink rain coat,joy,93,20
i walked into the dawn treader feeling fairly skeptical and walked out with three great books one was a hardcover book in japanese that i picked up for my mom for,fear,162,31
i predict that i have and what it takes to deal with a situation i feel safe,joy,76,17
i feel anybody got angry to me in an awkward silence,anger,52,11
i know is what i feel and i feel absolutely terrified so overwhelmed with desire and like all i can do is cry and drink beer and prey that maybe i will find a way to make all of these lyrics work within my thought process,fear,221,46
i was feeling cold and wet most of the time,anger,43,10
i know im feeling agitated as it is from a side effect of the too high dose,fear,75,17
i stopped feeling mad that the machine stole my money and chose instead to feel grateful that i have clothes to wash in the first place,anger,135,26
i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,fear,200,41
i feel strongly it could be helping people and doing what i am unsure of but it isn t within the us,fear,99,22
i love wearing new shoes i just feel so glamourous and when i get a pair of designer shoes i love the box and all the trimmings that come with them,joy,147,31
i feel so virtuous having made this for dinner tonight,joy,54,10
having unwanted attention paid to me in my place of work harrassment and sexual harrassment by another worker disgusted by his implications,anger,139,22
i feel so like distraught and lost being there,fear,46,9
i spent most of that game feeling unsure about where i needed to be what i should be doing and just mostly feeling completely lost,fear,130,25
i do not feel like i am hostile toward others just that i fail to be nice to them,anger,81,19
i feel scared when my father suddenly opens a door,fear,50,10
im feeling very uptight right now,fear,33,6
i feel violent or something today,anger,33,6
i feel like making this a stubborn battle of wills,anger,50,10
i thinks this chiefs ccw should be yanked by the state as i feel threatened,fear,75,15
i felt out of control i hated myself for feeling it then felt more out of control hated myself for hating that i hated it and it just got worse until i was walking to work in a haze trying to not curl up on the pavement and just,anger,228,49
i uploaded and put the link to in my previous post is only good for six more days or until i feel gracious enough to upload it again,joy,132,28
i will explain here the areas i feel are vital to a successful experience and then i will pinpoint how i plan to assess those areas,joy,131,26
i can feel myself getting agitated at all the constant noise chatter,fear,68,12
im really just here to write whats on my brain if you want to read it and tell me im crazy stupid boring awesome genius then feel free,joy,134,28
i have just good news to share and it feels so amazing just being able to sit here and feel relief and sunshine,joy,111,23
i feel the divine presence merge into mine,joy,42,8
i can sit out on my deck and soak up warmth and sun and sometimes it feels ok that the world is still standing even though i am not,joy,131,29
i am no expert in nutrition and diet planning i eat to feel strong and keep my energy level up,joy,94,20
i appreciate not having to do it but it feels so strange to be sitting around not packing when a move is so close,fear,113,24
i am feeling rushed or overwhelmed to have the perfect house that my brain explodes and all proper decision making skills get lost in the debris,anger,144,26
i feel more energetic and motivated,joy,35,6
i feel irritated by everything,anger,30,5
i feel he became frightened at the thought that i was putting my best foot forward,fear,82,16
i feel frightened or anxious,fear,28,5
i was feeling very pressured,fear,28,5
i went into the movie i was feeling skeptical and slightly nervous that i was going to be disappointed,fear,102,19
i find it hard to breathe and sometimes feel a little shaken up by the days events,fear,82,17
i feel it s because we re unsure how we can help,fear,48,12
ive been idling away this past year i realize im feeling more and more doubtful of my path,fear,90,18
i made the other day which more or less sums up how i feel about the delusion of my life for the past years or so i became somewhat frightened of myself and decided to get a little distance from that guy,fear,203,42
i had to go to the gym so many times this last spring that i just kind of got used to feeling neurotic and then the neurotic feeling kind of went away,fear,150,32
im not going to lie sometimes hearing myself say some of the things on my recordings makes me feel weird and insecure but just like the quote states above its a good thing,fear,171,33
i find myself feeling shamefully skeptical of the wisdom of popular gurus especially when it comes to persuasively explaining seriously complex phenomena even when its offered to standing ovations coming from cheering audiences,fear,227,33
i am simply to realize that master homis knows best and if he feels there is too much going on he will step in and help with some tasks that i perform and i am not to become distressed about this,fear,195,41
i wear makeup not only to reflect how beautiful i truly feel on in the inside but also to break the stereotype of the nerdy timid out of the loop woman in the sciences,fear,167,34
im grabbing a minute to post i feel greedy wrong,anger,48,10
i feel so resentful and hateful and downright furious about this,anger,64,11
i could sense that he was uncomfortable when he came to deliver the letter but i was willing to attribute to him feeling weird about being so romantic and vulnerable,fear,165,30
i combine the flat tire the head wound and a headless bird im feeling a little paranoid,fear,87,17
i feel quite fearful about her future other times i wonder how this happened to her or even if i did something to cause abbigail to have apraxia,fear,144,28
i got that straight i realized that i was dealing with someone who was feeling insecure,fear,87,16
i waited in line longer than usual i didnt feel impatient that my business was delayed i listened to the master about why this was occurring and how i could be of service during that moment,anger,189,36
i couldnt help feeling a little envious of what treats the body power people might have in store for them demonstrations of super strength perfect specimens glistening with accentuating oil exercise gear to be seen in,anger,217,36
i found myself feeling shaky and dizzy while i exercised and a part of my weight loss could have been due to getting a throat infection,fear,135,26
i don t feel agitated some part of me thinks that i ve finally managed to keep my emotions in check,fear,99,21
i feel violent and crazy and i feel myself slowly losing patience,anger,65,12
i mean i already did of course but i feel more glamourous naked now,joy,67,14
ive been struggling lately whenever i feel like saying something between having a reaction to myself of oh julia youre so clever and witty,joy,138,24
i still cognize that disregarding of how i feel this jesus thing is real and he has shaken my cosmos for the last about yearses,fear,127,25
i feel like this vile thing brooding gnawing deeper in spirit,anger,61,11
i feel like i need to be some tortured soul in order to create words or whatever,fear,80,17
i feel we are getting into dangerous territory when we simply ignore the parts of the constitution we don t want to follow or create extra constitutional bureaucracies,anger,167,28
i realized that i was tired of feeling weird in relationships with boys,fear,71,13
i need to feel assured i need to feel secure,joy,44,10
i say it when im stressed feeling bitchy when im slacking in the toilet or when i feel constipated,anger,98,19
i feel intimidated by these colleagues of mine,fear,46,8
i do not feel insecure or unsafe,fear,32,7
i feel nervous for our hyenas,fear,29,6
i wasnt feeling at all irritated,anger,32,6
i will remember you as someone who i could feel so comfortable around,joy,69,13
i feel a little overwhelmed,fear,27,5
i feel we have a wonderful thing called a minute breathing space you can stop any time in the day even when you are driving along the motorway or in the middle of an important telephone call,joy,190,37
i was feeling resentful and daydreaming about the various places i could tell him to shove those big girl panties,anger,113,20
i haul of each to the lava planet and export them down to the space port feeling fairly clever,joy,94,19
i just want to show them that i can take care of myself and i feel wronged by staying with them,anger,95,21
i didn t feel like getting shaken down by the tsa quite yet so i pulled off to the side at creative croissants for a lunch,fear,122,26
i feel like i would have more direction that i would still feel innocent,joy,72,14
